Ref,Surveillance Type,Tower Name,Current Tower Type,Tower Subcategory,State of Tower,Sector,State of Sector,Sector Acronym,Station/AOR,Vendor,Notes,Latitude,Longitude,Google Satellite,Bing Aerial,Arcgis,Streetview,Photo Evidence,Source Doc,Source Doc 2,Source Doc 3,Source Doc 4,,,,,,,,,,,,,,,,,,
Tower244,Tower,Unknown,Uncategorized,,Texas,El Paso Sector,Texas,EPT,El Paso Station,,,31.76558,-106.45062,https://goo.gl/maps/zPP18tCqiNXGTXHp7,,,"https://www.google.com/maps/@31.7653982,-106.4506683,3a,75y,17.22h,117.93t/data=!3m7!1e1!3m5!1sa7hMGctx6cJbTIHKZNeUbw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Da7hMGctx6cJbTIHKZNeUbw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D109.75625%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower245,Tower,Unknown,Uncategorized,,New Mexico,El Paso Sector,Texas,EPT,Las Cruces Station,,Checkpoint Tower,32.25048,-107.12103,https://goo.gl/maps/Jyx3r28i91rQusa68,,,"https://www.google.com/maps/@32.2502744,-107.1205729,3a,75y,293.37h,104.18t/data=!3m6!1e1!3m4!1s7OAGkQr1cX9YgW6j9nVSmg!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower246,Tower,Unknown,Uncategorized,,Texas,El Paso Sector,Texas,EPT,El Paso Station,,Checkpoint Tower,31.82648,-105.91825,https://goo.gl/maps/G9vjqoJk6DagvGWGA,,,"https://www.google.com/maps/@31.8267111,-105.9182267,3a,29.7y,180.65h,131.86t/data=!3m7!1e1!3m5!1s2dKpZE3f9lRRSWKoii7KPQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2dKpZE3f9lRRSWKoii7KPQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D296.75812%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower247,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,,29.54631124,-104.3131375,https://goo.gl/maps/kpHapY9ofy8auGXE9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower248,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.97876961,-117.2717837,https://goo.gl/maps/z5JiazHTinC3BpgZA,,,,,https://documents.coastal.ca.gov/reports/2021/4/F9/F9-4-2021.pdf,,,,,,,,,,,,,,,,,,,,,
Tower249,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,,29.55581653,-104.3839503,https://goo.gl/maps/iLFRjDDiyrUYgwSJ7,,,"https://www.google.com/maps/@29.5580272,-104.3867119,3a,15y,132.54h,89.24t/data=!3m6!1e1!3m4!1sqIq1i5M2RRJrGBCwyfVGug!2e0!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower250,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,,29.52127778,-104.2870526,https://goo.gl/maps/wCcmZ5rJjDNsb47Q6,,,https://maps.app.goo.gl/onVYoSUFuiM1KLRt9,,,,,,,,,,,,,,,,,,,,,,,
Tower251,Tower,Unknown,Uncategorized,,Texas,Laredo Sector,Texas,LRT,,,Checkpoint Tower,27.90495833,-99.393775,https://goo.gl/maps/5zUe4ddzMT6ASC1u5,,,"https://www.google.com/maps/@27.9054475,-99.3939299,3a,15y,356.12h,120.22t/data=!3m6!1e1!3m4!1s4564hoVXlnzkiYEgnohwHQ!2e0!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower252,Tower,Unknown,Uncategorized,,Texas,Laredo Sector,Texas,LRT,,,Checkpoint Tower,28.00566505,-99.53426995,https://goo.gl/maps/9uCNZJWPAkLgJVu97,,,"https://www.google.com/maps/@28.0055189,-99.5343628,3a,45.8y,21.99h,131.73t/data=!3m7!1e1!3m5!1sGZ1ogeolADAnvMavuPkNUQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DGZ1ogeolADAnvMavuPkNUQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D109.703995%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",,,,,,,,,,,,,,,,,,,,,,,
Tower253,Tower,Unknown,Uncategorized,,Texas,Laredo Sector,Texas,LRT,,,Checkpoint Tower. Camera attached to roof,27.44347962,-98.88751843,https://goo.gl/maps/bhmeXDPjAxUGMvQj8,,,"https://www.google.com/maps/@27.4435814,-98.8876385,3a,34.4y,141.7h,108.73t/data=!3m6!1e1!3m4!1sZavbbtKF1dtGXqFgBsCTnQ!2e0!7i16384!8i8192",,,,,,,,,,,,,,,,,,,,,,,
Tower254,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.58900803,-116.5405064,https://goo.gl/maps/HyXkcaWpjfVab6qs9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower255,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.58319476,-116.5683184,https://goo.gl/maps/izgFPPp1hsKFWF2x8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower256,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.62062348,-116.1643297,https://goo.gl/maps/ZUqZ4mVSru7WaJ37A,,,https://maps.app.goo.gl/pfaP3od52wQuRUSf7,,,,,,,,,,,,,,,,,,,,,,,
Tower257,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.63242686,-116.1391549,https://goo.gl/maps/okiKkRj5AEiZmuaK9,,,"https://www.google.com/maps/@32.6347012,-116.1389742,3a,15y,182.01h,93.87t/data=!3m7!1e1!3m5!1s8UdfHmAD2TjEd-WmsOc3TA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D8UdfHmAD2TjEd-WmsOc3TA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D3.5741172%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192?entry=ttu",,,,,,,,,,,,,,,,,,,,,,,
Tower258,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.65532666,-116.8160578,https://goo.gl/maps/aEdnCY9iSjeBnZ7C7,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower259,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,,Anduril,,32.59193778,-116.5836086,https://goo.gl/maps/6zBKqnkmSJGpbC9n9,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower260,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Big Bend Sector,Texas,BBT,,Anduril,,29.59704093,-104.4236337,https://goo.gl/maps/v3UeHDZqdr5iDh6M6,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower261,Tower,YUM-YUS-C05,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Yuma Sector,Arizona,YUM,Yuma Station,General Dynamics,,32.4818,-114.7672,https://goo.gl/maps/PCxQUt6yNHTvCMEx8,,,,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower262,Tower,YUM-YUS-C08,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Yuma Sector,Arizona,YUM,Yuma Station,General Dynamics,,32.48822,-114.78769,https://goo.gl/maps/reBffwUgQ8AKZ5Aj9,,,https://maps.app.goo.gl/EHySP36j6ropVDkp9,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower263,Tower,YUM-YUS-C09/10,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Yuma Sector,Arizona,YUM,Yuma Station,General Dynamics,,32.49335,-114.79662,https://goo.gl/maps/dNryAhvq9pHFky1t8,,,https://maps.app.goo.gl/kYrVtRpgVkdW1A1E8,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower264,Tower,YUM-YUS-C13/14,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Yuma Sector,Arizona,YUM,Yuma Station,General Dynamics,,32.55452378,-114.7877653,https://goo.gl/maps/cfFqkW6GNPxsQYAr9,,,"https://www.google.com/maps/@32.5543479,-114.7876528,3a,75y,316.01h,108.56t/data=!3m6!1e1!3m4!1sl1-vVP6eTO06tRT2tMUESg!2e0!7i3328!8i1664",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower265,Tower,YUM-YUS-C16,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Yuma Sector,Arizona,YUM,Yuma Station,General Dynamics,,32.59603,-114.79309,https://goo.gl/maps/iWUnDV1p5cbr7ALV7,,,"https://www.google.com/maps/@32.5961957,-114.7933027,3a,75y,138.14h,98.59t/data=!3m7!1e1!3m5!1s0xkRppm7-5Co1Me9z7zjGQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D0xkRppm7-5Co1Me9z7zjGQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D177.73775%26pitch%3D0%26thumbfov%3D100!7i3328!8i1664",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower266,Tower,Ajo-Papago Farms,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Ajo Station,General Dynamics,,31.76475,-112.30455,https://goo.gl/maps/befkrHFZvryipVFk8,,,,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower267,Tower,Uniform,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.33758,-110.95282,https://goo.gl/maps/JCxj7Sr3VpBuZ5vQ9,,,"https://www.google.com/maps/@31.3368508,-110.9533815,3a,15y,28.4h,120.87t/data=!3m6!1e1!3m4!1siTp0kLh8MUUWu4paWRH_Ng!2e0!7i16384!8i8192?entry=ttu",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower268,Tower,Mike,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.33446,-110.95888,https://goo.gl/maps/oGc4dXw6KzUTk7m28,,,https://maps.app.goo.gl/SzE1GW7iSMnWp7pJA,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower269,Tower,Lima,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.33816,-110.95331,https://goo.gl/maps/34gHkhSQfEuVovgh9,,,"https://www.google.com/maps/@31.338192,-110.9537842,3a,75y,98.13h,125.13t/data=!3m7!1e1!3m5!1sEb4R5NqjsJrZuK_MinDfDA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DEb4R5NqjsJrZuK_MinDfDA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D215.38525%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,https://www.documentcloud.org/documents/23782853-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,,,,,,,,,,,,,,,,,,,,
Tower270,Tower,TCA-NCO-BISBEE JUNCTION,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Naco Station,General Dynamics,,31.35016,-109.89028,https://goo.gl/maps/QGstwJvskqhwbMnc9,,,"https://www.google.com/maps/@31.3511962,-109.8910373,3a,43y,151.42h,88.09t/data=!3m7!1e1!3m5!1sYfFbJLg5l9S2p9MaSYKk1A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DYfFbJLg5l9S2p9MaSYKk1A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D20.75517%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower271,Tower,TCA-NCO-BJ & TANK,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Naco Station,General Dynamics,,31.34443553,-109.9067038,https://goo.gl/maps/PGQgeRdMS4P1v2s5A,,,"https://www.google.com/maps/@31.3508298,-109.907992,3a,15y,168.61h,90.57t/data=!3m7!1e1!3m5!1sJ21uifcPaVG0qH2-36b9Ow!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DJ21uifcPaVG0qH2-36b9Ow%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D179.75763%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower272,Tower,TCA-NCO-SO OF GORE RANCH,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Naco Station,General Dynamics,,31.33949,-109.92131,https://goo.gl/maps/cmRkNSR8JRxpVAT89,,,"https://www.google.com/maps/@31.3400143,-109.9362735,3a,15y,94.6h,89.47t/data=!3m6!1e1!3m4!1sdQXdWugOOi5G__mkER4H4g!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower273,Tower,TCA-NCO-STAR RANCH,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Naco Station,General Dynamics,Originally an RVS systen,31.35833,-110.19104,https://goo.gl/maps/BMBHmvcHPVwqj54R6,,,,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,https://www.documentcloud.org/documents/24483798-mgmt_nepa_ea-fonsiinstall-opof9remotevideosurveillancesys,,,,,,,,,,,,,,,,,,,,
Tower274,Tower,TCA-NCO-STATE WINDMILL,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Naco Station,General Dynamics,Originally an RVS systen,31.36809,-110.00373,https://goo.gl/maps/MXDcKpYGBKVruhnZ8,,,https://maps.app.goo.gl/2mYNXimVdzMUPxdG9,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,https://www.documentcloud.org/documents/24483798-mgmt_nepa_ea-fonsiinstall-opof9remotevideosurveillancesys,,,,,,,,,,,,,,,,,,,,
Tower275,Tower,TCA-NCO-TANK 5,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Naco Station,General Dynamics,Originally an RVS systen,31.3427,-110.02166,https://goo.gl/maps/8947JdfZHuR4DAMb6,,,,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,https://www.documentcloud.org/documents/24483798-mgmt_nepa_ea-fonsiinstall-opof9remotevideosurveillancesys,,,,,,,,,,,,,,,,,,,,
Tower276,Tower,Dgl-18-RosePlant,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Douglas Station,General Dynamics,,31.33491,-109.57399,https://goo.gl/maps/fVrJ2JokwQ1erpjF9,,,"https://www.google.com/maps/@31.3353313,-109.5740447,3a,67.5y,174.68h,89.66t/data=!3m7!1e1!3m5!1sXeh8a2tVC6XvZws98eAZ5g!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DXeh8a2tVC6XvZws98eAZ5g%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D230.4036%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower277,Tower,Dgl-20-KingsStation,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Douglas Station,General Dynamics,,31.35038,-109.63228,https://goo.gl/maps/5qETXiSA2R6oAEsy8,,,"https://www.google.com/maps/@31.3499927,-109.6304203,3a,40.7y,276.69h,93.84t/data=!3m7!1e1!3m5!1sPMCMFxloptIyW4yJuta7QQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DPMCMFxloptIyW4yJuta7QQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D323.3487%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower278,Tower,Dgl-PD-21-Warehouse,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Douglas Station,General Dynamics,,31.34192,-109.57903,https://goo.gl/maps/KWcnkVvH3RHS1tvaA,,,"https://www.google.com/maps/@31.3520616,-109.579559,3a,15y,181.62h,89.59t/data=!3m6!1e1!3m4!1sY_h4O_Nm4Vw9ImSWdMtQew!2e0!7i13312!8i6656",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower279,Tower,Dgl-22-Central,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Douglas Station,General Dynamics,Originally an RVS system. Previously known as central and the line.,31.33429,-109.69652,https://goo.gl/maps/LVXswUCBy18P4Hd98,,,,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,https://www.documentcloud.org/documents/24483799-mgmt_nepa_fea-fonsiinfrastructurenacodouglasaugust2000,,,,,,,,,,,,,,,,,,,,
Tower280,Tower,3E3 and Levee,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Fort Brown Station,General Dynamics,,25.89092699,-97.46897163,https://goo.gl/maps/Zt9KJ6i29BQDPsHo7,,,,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower281,Tower,Unknown,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Fort Brown Station,General Dynamics,,25.89272276,-97.46078997,https://goo.gl/maps/p7zFrKRQ8PYqoUif7,,,https://maps.app.goo.gl/oFGx2c4hz8e4qrzA7,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower282,Tower,RGV-HRL-ADAM'S GARDEN,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.058231,-97.792842,https://goo.gl/maps/irTFqE9ocDUjC8v99,,,"https://www.google.com/maps/@26.0579434,-97.7928515,3a,75y,356.5h,102.54t/data=!3m7!1e1!3m5!1soaU8QW8bw5UqmtuegPK5Ag!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DoaU8QW8bw5UqmtuegPK5Ag%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D24.01182%26pitch%3D0%26thumbfov%3D100!7i3328!8i1664",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower283,Tower,RGV-HRL-ANACUA ROAD,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.062558,-97.843536,https://goo.gl/maps/bX6xD11gr88c2owt6,,,"https://www.google.com/maps/@26.0629129,-97.8433633,3a,75y,215.75h,102.6t/data=!3m7!1e1!3m5!1srOlMXI4J2SjO1D3eIpj2Ow!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DrOlMXI4J2SjO1D3eIpj2Ow%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D96.10535%26pitch%3D0%26thumbfov%3D100!7i3328!8i1664",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower284,Tower,RGV-HRL-CANTU ROAD,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.037231,-97.720792,https://goo.gl/maps/pFY7mtFSLeQDC8bo7,,,"https://www.google.com/maps/@26.0371901,-97.7209555,3a,75y,71.63h,120.42t/data=!3m6!1e1!3m4!1sO8I6K4rGjDz2QqpaoI4wMw!2e0!7i3328!8i1664",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower285,Tower,RGV-HRL-LANDRUMS,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.044347,-97.701572,https://goo.gl/maps/oGhLM8KBaRkqP8o2A,,,"https://www.google.com/maps/@26.0440883,-97.7015792,3a,75y,0.34h,106.18t/data=!3m7!1e1!3m5!1sN4Hu2jGAoSnSSEfTUcIf_A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DN4Hu2jGAoSnSSEfTUcIf_A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D296.09933%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower286,Tower,RGV-HRL-SAN BENITO PUMP,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.043267,-97.755483,https://goo.gl/maps/Ux5AjaDvUAEbtV1Y6,,,"https://www.google.com/maps/@26.0432331,-97.7556123,3a,75y,85.62h,134.12t/data=!3m7!1e1!3m5!1sUiC-oW0yWzCUPc5Va6o8YA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DUiC-oW0yWzCUPc5Va6o8YA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D334.58957%26pitch%3D0%26thumbfov%3D100!7i3328!8i1664",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower287,Tower,RGV-HRL-THREE HOUSE ROAD,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.067856,-97.815231,https://goo.gl/maps/eHFJqBhTRwn2iywf9,,,"https://www.google.com/maps/@26.0680422,-97.8151131,3a,75y,201.5h,115.39t/data=!3m7!1e1!3m5!1siXX1xK57HFBj5J1tR6xqtQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DiXX1xK57HFBj5J1tR6xqtQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D283.19977%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower288,Tower,Monks Bend,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.01703379,-97.63500833,https://goo.gl/maps/SQau63ECCjNR1Rsx5,,,https://maps.app.goo.gl/4bmHVyfHQYERMDBR9,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower289,Tower,IBC Road,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.00764275,-97.61741477,https://goo.gl/maps/nsZ7LhWKvahvWBZ29,,,https://maps.app.goo.gl/wQZtBDeQi1eAZn8V9,,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
Tower290,Tower,Colonia Galaxia,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Brownsville Station,General Dynamics,,25.935267,-97.543279,https://goo.gl/maps/gmPnNDFCRADde3Bx5,,,"https://www.google.com/maps/@25.9355734,-97.5431913,3a,24.5y,190.37h,114.53t/data=!3m7!1e1!3m5!1s8MAYmIW37EHZ2RiwJXG0oA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D8MAYmIW37EHZ2RiwJXG0oA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D2.664041%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,,,,,,,,,,,,,,,,,,,,,
