Ref,Surveillance Type,Tower Name,Current Tower Type,Tower Subcategory,State of Tower,Sector,State of Sector,Sector Acronym,Station/AOR,Vendor,Notes,Latitude,Longitude,Google Satellite,Bing Aerial,Arcgis,Streetview,Photo Evidence,Source Doc,Source Doc 2,Source Doc 3,Source Doc 4,,,,,,,,,,,,,,,,,,
Tower030,Tower,FTB Alaska Rd,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Fort Brown Station,General Dynamics,,25.873929,-97.376473,https://goo.gl/maps/agWhprKA2mRAGzNC8,,,"https://www.google.com/maps/@25.8740142,-97.3772039,3a,17.3y,106.99h,103.59t/data=!3m7!1e1!3m5!1sSYi3qHgCnTXzwMFzgG0Lng!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DSYi3qHgCnTXzwMFzgG0Lng%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D226.79985%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1#document/p274,,,,,,,,,,,,,,,,,,,,,
Tower031,Tower,Unknown,Autonomous Surveillance Tower (AST),,Texas,Del Rio Sector,Texas,DRT,,Anduril,,29.69994723,-101.2895883,https://maps.app.goo.gl/ycpyzYqKun8aXkMn8,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower032,Tower,FTB East of Sable Palm Road,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Fort Brown Station,General Dynamics,,25.865524,-97.410568,https://goo.gl/maps/8sSqC1he5FVYWWZh7,,,"https://www.google.com/maps/@25.8662517,-97.4105912,3a,36.6y,178.08h,98.13t/data=!3m7!1e1!3m5!1sW3K-SGXQynnSEsvFnjN4pA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DW3K-SGXQynnSEsvFnjN4pA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D316.88184%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower033,Tower,FTB Pig Pens,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Fort Brown Station,General Dynamics,Note: Tower towers near Pig Pen site. Unclear if there is an alt name for one of them. ,25.86196776,-97.43466147,https://maps.app.goo.gl/6gMLhscnkYBcLVrg7,https://www.bing.com/maps?osid=4fb24151-09b5-4d07-afae-1e8d82b8ba47&cp=25.862423~-97.435669&lvl=19&style=h&imgid=401dbe6b-872c-423e-a7f3-d84365644ec5&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/5e5SRZiguUJtCRBp8,,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower034,Tower,FTB Pig Pens,Remote Video Surveillance System (RVSS),Monopole Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Fort Brown Station,General Dynamics,Note: Tower towers near Pig Pen site. Unclear if there is an alt name for one of them. ,25.86332957,-97.44296572,https://goo.gl/maps/1hVipf1pYqfCYtgP7,,,,,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower035,Tower,Golf,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.333932,-110.935302,https://goo.gl/maps/9F77HXK66zE49BKt8,,,"https://www.google.com/maps/@31.3340051,-110.9344863,3a,75y,260.33h,106.73t/data=!3m6!1e1!3m4!1sgPaQwIyKlqzrqg4zIC8tQg!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/23310356-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,https://www.documentcloud.org/documents/23782853-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,,,,,,,,,,,,,,,,,,,,
Tower036,Tower,Hotel,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.333078,-110.938893,https://goo.gl/maps/HfB7GhJZpdiXjcjA9,,,"https://www.google.com/maps/@31.3333657,-110.938168,3a,30y,240.03h,108.62t/data=!3m7!1e1!3m5!1ssSqda5mebBad3EuFtkqiyw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DsSqda5mebBad3EuFtkqiyw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D244.66179%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23711849-rfpattachmentj-3rvssupgradeequipmentandtowerlaydowndocumentrevisona,https://www.documentcloud.org/documents/23782853-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,,,,,,,,,,,,,,,,,,,,
Tower037,Tower,HRL Cantu Road,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.043999,-97.712914,https://maps.app.goo.gl/gQPFucpAbsCj7vUL7,https://www.bing.com/maps?osid=0281a02c-086d-4a81-8796-f8ba6f458c80&cp=26.044075~-97.713579&lvl=19&style=h&imgid=d9f3f353-c422-4ed6-a137-fda71e7de945&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower038,Tower,HRL Galveston Bend,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,Slated to be moved https://sam.gov/opp/459c0bbd64fd47028b9ddaa915a2e40c/view,26.05416892,-97.78475156,https://maps.app.goo.gl/RTBsE9Q5bJLP5SmKA,https://www.bing.com/maps?osid=28b5c9a6-c0ad-4012-976e-fc6f44324326&cp=26.053898~-97.784875&lvl=19&style=h&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/Ur1bTo9ZNhe83cKW7,,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower039,Tower,HRL Rio Rico Road,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.066868,-97.891175,https://goo.gl/maps/wduGYdFJsWZkeJJ79,,,,,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower040,Tower,HRL Wells Bros Canal,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Harlingen Station,General Dynamics,,26.039206,-97.676857,https://maps.app.goo.gl/E6aQeJarA1fkUGMJ6,https://www.bing.com/maps?osid=b2b14dab-334c-428d-9378-9e7b1b6acf5b&cp=26.039281~-97.677522&lvl=19&style=h&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/QdueJ6FQ3JvTuo6u7,,https://www.documentcloud.org/documents/23272021-final_ea_brp_ftb_hrl_flf_kin_rvss_part1,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,,,,,,,,,,,,,,,,,,,,
Tower041,Tower,Kilo,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.33278915,-110.9474364,https://goo.gl/maps/QZ19J4xCbHgXUmS9A,,,"https://www.google.com/maps/@31.3328239,-110.9474762,3a,75y,115.23h,135.04t/data=!3m7!1e1!3m5!1sI8sk2N3FRxDDRLV19yktWg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DI8sk2N3FRxDDRLV19yktWg%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D37.520885%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23310356-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,https://www.documentcloud.org/documents/23782853-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,,,,,,,,,,,,,,,,,,,,
Tower042,Tower,MCS Banworth Canal ,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.24190701,-98.505177,https://goo.gl/maps/3PCTdtKkiLopNckx9,,,https://maps.app.goo.gl/QWWawr4ReuMaNGbH6,,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,https://www.documentcloud.org/documents/23304727-appendixb_rvss_sept2012_3,,,,,,,,,,,,,,,,,,,,
Tower043,Tower,MCS GF Military Area,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.259194,-98.573397,https://goo.gl/maps/kha7c58adYdDQdgV8,,,https://maps.app.goo.gl/VNj4Rwydc3JLavfN6,,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,,
Tower044,Tower,MCS Inspiration Canal,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.179,-98.357,https://goo.gl/maps/q7KWvDCmR7oipUSZA,,,"https://www.google.com/maps/@26.1805747,-98.3565789,3a,15y,191.9h,91.63t/data=!3m7!1e1!3m5!1sCZoNFinIz6WyrWyft9Ed2A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DCZoNFinIz6WyrWyft9Ed2A%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D253.81192%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,
Tower045,Tower,MCS Irrigation District #6,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.23179963,-98.46079992,https://goo.gl/maps/BtJ2NNUzKeLzH9cN9,,,"https://www.google.com/maps/@26.2324552,-98.4603869,3a,37.5y,208.57h,93.47t/data=!3m7!1e1!3m5!1s5qu-FEUIfNO0FgTt_rx2DQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D5qu-FEUIfNO0FgTt_rx2DQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D130.01752%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,
Tower046,Tower,MCS MacPump ,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.11817688,-98.26334295,https://goo.gl/maps/16K3sXd3z9HpeYhK8,,,"https://www.google.com/maps/@26.1186016,-98.2626827,3a,75y,239.51h,86.63t/data=!3m6!1e1!3m4!1sm4P5dmQ-z6MhEpFShVZ8Ww!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,
Tower047,Tower,MCS Madero ,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.155542,-98.328514,,https://www.bing.com/maps?osid=494b4871-5d1b-42c6-9b66-5067725dc331&cp=26.155618~-98.329179&lvl=19&style=h&v=2&sV=2&form=S00027,,"https://www.google.com/maps/@26.1587403,-98.3294795,3a,15y,164.8h,92.02t/data=!3m7!1e1!3m5!1sIKczzWI4phFchnbeJ_DSYA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DIKczzWI4phFchnbeJ_DSYA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D293.69714%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/6162048-Draft-EA-RGC-Wes-McA-RVSS-NO-APPENDICES-508,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,,,
Tower048,Tower,MCS Penitas Pump,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.225998,-98.439438,https://goo.gl/maps/pu6uvrQbKvr6JYQG7,,,"https://www.google.com/maps/@26.2249791,-98.439554,3a,30.4y,6.25h,95.49t/data=!3m6!1e1!3m4!1sjkCquOemeVW--1lKTOA2OQ!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,
Tower049,Tower,MCS South Sam Fordyce ,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.25233173,-98.52771421,https://goo.gl/maps/g66wqg9L8MN4UKgy5,,,"https://www.google.com/maps/@26.2553807,-98.525404,3a,29.9y,215.13h,90.59t/data=!3m6!1e1!3m4!1s1ZjjUW-UckDActMcm4jOAw!2e0!7i16384!8i8192?entry=ttu",,https://www.documentcloud.org/documents/23310307-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23310306-final_ea_rgc_wes_mca_rvss_111716_part2,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,,
Tower050,Tower,MCS Twin Bridges ,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,McAllen station,General Dynamics,,26.1937045,-98.38664536,https://goo.gl/maps/XD7dthgGNRYV5vSq5,,,"https://www.google.com/maps/@26.1949306,-98.3776859,3a,15y,262.37h,90.67t/data=!3m6!1e1!3m4!1sK6ItvMKd0CHT2JvzVP-OqQ!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23272022-final_ea_brp_ftb_hrl_flf_kin_rvss_part2,https://www.documentcloud.org/documents/23255068-final_ea_rgc_wes_mca_rvss_111716_part3,,,,,,,,,,,,,,,,,,
Tower051,Tower,November,Remote Video Surveillance System (RVSS),Monopole Tower,Arizona,Tucson Sector,Arizona,TCA,Nogales Station,General Dynamics,,31.333368,-110.971173,https://goo.gl/maps/nckbB2KywPhLKjoE8,,,"https://www.google.com/maps/@31.3335113,-110.9714362,3a,50.4y,108.59h,103.55t/data=!3m7!1e1!3m5!1sKkw03tFScAaWosQQZWSnZQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DKkw03tFScAaWosQQZWSnZQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D130.52278%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23310356-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,https://www.documentcloud.org/documents/23782853-6973gh-22-q-00003_attachment_1_sow_7_sites_rev1,,,,,,,,,,,,,,,,,,,,
Tower052,Tower,RGC Azteca,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.363573,-98.836094,https://maps.app.goo.gl/8UdVZt2DP12KBU8Y9,https://www.bing.com/maps?osid=a17c1210-2261-41f3-aede-b101ac2c3584&cp=26.363573~-98.83643&lvl=20&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower053,Tower,RGC Inside Mustang Gate Chapeno,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.538074,-99.141229,https://maps.app.goo.gl/DtD8FjER4PNZe1W96,https://www.bing.com/maps?osid=fb54b20d-b132-4708-8f48-cc917d99b0ca&cp=26.538081~-99.142181&lvl=18.47&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower054,Tower,RGC La Casita Main,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.298388,-98.724513,https://maps.app.goo.gl/rgZrDbAsfz27wxKL7,https://www.bing.com/maps?osid=01a952c8-0986-4ee4-ad8f-aa93be03c77c&cp=26.298083~-98.725103&lvl=18.57&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower055,Tower,RGC N of Silvertanks Military,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.280707,-98.619185,https://goo.gl/maps/Ty5TCzpk4QDRE1VJ8,,,"https://www.google.com/maps/@26.2802503,-98.6194858,3a,34.3y,20.95h,100.44t/data=!3m6!1e1!3m4!1sfycSwM7XtIleQx-IxsAtUw!2e0!7i16384!8i8192?entry=ttu",,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower056,Tower,RGC Near Blas Chapas La Puerta ,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.34256,-98.741084,https://maps.app.goo.gl/mQ71Dkfe6tM1GZDU8,https://www.bing.com/maps?osid=d1805fc7-5086-4f9f-aedb-6510215eb979&cp=26.34256~-98.741414&lvl=20&style=a&pi=0&v=2&sV=2&form=S00027,,https://maps.app.goo.gl/EQxE9Fk3Q9yRdsH19,,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower057,Tower,RGC NW of Horse Corrals Fronton,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,"This tower is slated to be moved to 26.409732540421192, -99.08867930799342 https://sam.gov/opp/2dc3c063263f4fc7950e98cd62c7d5a1/view",26.405872,-99.07565,https://maps.app.goo.gl/5xhNKRaR5zEpEGYw7,https://www.bing.com/maps?osid=e272b185-a7c3-4f64-afd9-1ebc9911ab1a&cp=26.405873~-99.076025&lvl=19.84&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower058,Tower,RGC Rock Crossing,Remote Video Surveillance System (RVSS),Relocatable Tower,Texas,Rio Grande Valley Sector,Texas,RGV,Rio Grande City Station,General Dynamics,,26.399997,-99.01317,https://maps.app.goo.gl/9Z7JzeQVnbHuXM1n8,https://www.bing.com/maps/?cp=26.399889%7E-99.012971&lvl=19.0&style=a,,"https://www.google.com/maps/@26.4002079,-99.0136439,3a,75y,110.51h,87.52t/data=!3m6!1e1!3m4!1sL1xLwaxnfTTegiQjvX7Urg!2e0!7i16384!8i8192",,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower059,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Brown Field Station,Anduril,,32.60424,-116.754769,https://goo.gl/maps/sa2jsibMibnveKsw6,,,,,https://www.documentcloud.org/documents/23255020-draft_ea_rgc_wes_mca_rvss_no_appendices_508,https://www.documentcloud.org/documents/23255060-final_ea_rgc_wes_mca_rvss_111716_part1,https://www.documentcloud.org/documents/23255069-final_ea_rgc_wes_mca_rvss_111716_part2,,,,,,,,,,,,,,,,,,,
Tower060,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Brown Field Station,Anduril,Name/Station changed,32.58383,-116.64016,https://goo.gl/maps/GDgpQYqEXAoxLM5N6,,,"https://www.google.com/maps/@32.5854253,-116.635557,3a,15y,247.4h,100.37t/data=!3m7!1e1!3m5!1sJdFW2RnqFz9Od1RX1paQUA!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DJdFW2RnqFz9Od1RX1paQUA%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D219.28027%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192",,https://www.documentcloud.org/documents/23685874-j-05geographiclaydown-3,,,,,,,,,,,,,,,,,,,,,
Tower061,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Brown Field Station,Anduril,,32.598807,-116.816583,https://goo.gl/maps/iA2B5BFuQn2kSq6k9,,,,,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower062,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Brown Field Station,Anduril,,32.5761,-116.76275,https://maps.app.goo.gl/orgyLcrW317zWHp27,https://www.bing.com/maps?osid=edab7c8f-8543-42cd-ac68-b1df808c6962&cp=32.576258~-116.763518&lvl=19&style=h&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower063,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Campo Station,Anduril,,32.60058452,-116.4624704,https://goo.gl/maps/eiQ9WsxpWswQikXH8,,,https://maps.app.goo.gl/6URLyvBtYca4TzUw9,,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower064,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Campo Station,Anduril,,32.61222,-116.38788,https://goo.gl/maps/dJd46M7knKkwKndD9,,,,,https://www.documentcloud.org/documents/23685874-j-05geographiclaydown-3,,,,,,,,,,,,,,,,,,,,,
Tower065,Tower,Unknown,Autonomous Surveillance Tower (AST),,California,San Diego Sector,California,SDC,Campo Station,Anduril,,32.60592,-116.32872,https://goo.gl/maps/Z3N7okfgjyYVVVCB8,,,,,https://www.documentcloud.org/documents/22088922-drafttpicj-05geographiclaydownattachment,,,,,,,,,,,,,,,,,,,,,
Tower066,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Ajo Station,Elbit Systems,"Bing shows a newer model than Google. Formerly: Old SBInet tower, Radar and Remote Video System (RRVS)",31.9780523,-112.9995376,https://goo.gl/maps/hL5q8SiurDy3ZxTY8,https://www.bing.com/maps?osid=d243d002-287c-450e-99ea-34c187f1c6bf&cp=31.978033~-112.999756&lvl=20.855284&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/22275737-0009_-_bw1_foia_cbp_002435_-_002764,https://www.documentcloud.org/documents/23268317-rvss_sept2012_3,,,,,,,,,,,,,,,,,,,,
Tower067,Tower,Unknown,Integrated Fixed Tower (IFT),,Arizona,Tucson Sector,Arizona,TCA,Ajo Station,Elbit Systems,"Bing shows a newer model than Google. Formerly: Old SBInet tower, Radar and Remote Video System (RRVS)",32.20080234,-112.8947267,https://goo.gl/maps/6zNWyMZQuGbyWAQp7,https://www.bing.com/maps?osid=608fb5ce-b8e8-41b4-bc7f-1985f47afcbf&cp=32.200811~-112.894949&lvl=20.85647&style=a&pi=0&v=2&sV=2&form=S00027,,,,https://www.documentcloud.org/documents/22275737-0009_-_bw1_foia_cbp_002435_-_002764,,,,,,,,,,,,,,,,,,,,,
